MAIN_ID RA DEC TYPED_ID Diameter_diameter Diameter_Q Diameter_unit Diameter_error Diameter_filter Diameter_method Diameter_bibcode FLUX_V PLX_VALUE SCRIPT_NUMBER_ID
"HD  21278" "03 28 03.0707" "+49 03 46.325" "" "" "" "" "" "" "" "" 4.96999979019165 5.678 0
"* bet Cas" "00 09 10.6851" "+59 08 59.212" "" 2340000.00 "" km "" "" "" 2007ApJ...660.1556R 2.2699999809265137 59.580 0
"HD  71510" "08 25 31.3249" "-51 43 38.688" "" "" "" "" "" "" "" "" 5.170000076293945 4.315 0
"HD 116831" "13 26 11.4149" "-01 11 32.902" "" "" "" "" "" "" "" "" 5.965000152587891 12.800 0
"* rho Gru" "22 43 29.9765" "-41 24 51.646" "" "" "" "" "" "" "" "" 4.835000038146973 14.160 0
"HD 136479" "15 21 07.6092" "-05 49 29.468" "" "" "" "" "" "" "" "" 5.5370001792907715 10.709 0
"*  46 Eri" "04 33 54.7276" "-06 44 20.082" "" "" "" "" "" "" "" "" 5.71999979019165 4.181 0
"*  47 Cet" "01 26 51.5647" "-13 03 23.439" "" "" "" "" "" "" "" "" 5.505000114440918 28.232 0
"*  51 Aur" "06 38 39.5367" "+39 23 27.064" "" "" "" "" "" "" "" "" 5.690000057220459 6.970 0
"HD  34868" "05 19 23.6850" "-27 22 07.984" "" "" "" "" "" "" "" "" 5.9720001220703125 7.953 0
"*  35 Com A" "12 53 17.7583" "+21 14 41.939" "" "" "" "" "" "" "" "" 5.150000095367432 12.065 0
"* eps Cen" "13 39 53.2577" "-53 27 59.008" "" "" "" "" "" "" "" "" 2.299999952316284 7.630 0
"*  93 Her" "18 00 03.4165" "+16 45 03.304" "" "" "" "" "" "" "" "" 4.670000076293945 4.304 0
"* E Pup" "07 12 15.8070" "-40 29 55.755" "" 4380000.00 "" km "" V Interfer 2014MNRAS.443.1629S 5.309999942779541 7.564 0
"* lam Psc" "23 42 02.8061" "+01 46 48.148" "" "" "" "" "" "" "" "" 4.510000228881836 30.590 0
"* p02 Leo" "11 01 49.6762" "-02 29 04.525" "" "" "" "" "" "" "" "" 4.75 5.495 0
"*   4 Dra" "12 30 06.6619" "+69 12 03.974" "" "" "" "" "" "" "" "" 4.949999809265137 5.723 0
"*  16 Pup" "08 09 01.6374" "-19 14 42.052" "" "" "" "" "" "" "" "" 4.39300012588501 7.010 0
"*  87 Her" "17 48 49.1462" "+25 37 22.326" "" "" "" "" "" "" "" "" 5.099999904632568 15.474 0
"* ome Cas" "01 56 00.0283" "+68 41 06.863" "" "" "" "" "" "" "" "" 4.9679999351501465 4.480 0
"HD  15144" "02 26 00.3479" "-15 20 28.495" "" 2390000.00 "" km "" V Interfer 2014MNRAS.443.1629S 5.829999923706055 12.603 0
"* gam Aqr" "22 21 39.3715" "-01 23 14.457" "" "" "" "" "" "" "" "" 3.8340001106262207 25.855 0
"HD  89353" "10 18 07.5899" "-28 59 31.195" "" "" "" "" "" "" "" "" 5.53000020980835 0.711 0
"* tet And" "00 17 05.5023" "+38 40 53.888" "" "" "" "" "" "" "" "" 4.610000133514404 18.875 0
"* chi Eri" "01 55 57.4597" "-51 36 31.959" "" "" "" "" "" "" "" "" 3.700000047683716 56.851 0
"CD-30 15035" "17 59 05.2817" "-30 15 10.878" "" "" "" "" "" "" "" "" 5.360000133514404 3.220 0
"* phi And A" "01 09 30.1220" "+47 14 30.467" "" "" "" "" "" "" "" "" 4.294000148773193 "" 0
"HD  10550" "01 42 43.5115" "-03 41 24.718" "" "" "" "" "" "" "" "" 4.98199987411499 3.098 0
"HD  28978" "04 34 08.2675" "+05 34 07.035" "" "" "" "" "" "" "" "" 5.677999973297119 7.390 0
"* nu. Hor" "02 49 01.4872" "-62 48 23.479" "" 1310000.00 "" km "" "" "" 2007ApJ...660.1556R 5.252999782562256 19.261 0
"HD 214035" "22 32 16.2246" "+76 13 35.187" "" "" "" "" "" "" "" "" 5.699999809265137 4.512 0
"* gam Mon" "06 14 51.3336" "-06 16 29.188" "" "" "" "" "" "" "" "" 3.9600000381469727 6.550 0
"HD  19141" "03 02 55.8632" "-46 58 30.098" "" "" "" "" "" "" "" "" 5.798999786376953 3.757 0
"HD  72127A" "08 29 27.485" "-44 43 29.35" "" "" "" "" "" "" "" "" 5.190000057220459 "" 0
"* phi Her" "16 08 46.1762" "+44 56 05.661" "" "" "" "" "" "" "" "" 4.269999980926514 13.575 0
"HD 222806" "23 44 40.8645" "-78 47 29.186" "" "" "" "" "" "" "" "" 5.73799991607666 5.777 0
"* f Leo" "09 43 33.2599" "+29 58 28.115" "" "" "" "" "" "" "" "" 5.620999813079834 19.948 0
"* psi02 Dra" "17 55 11.1521" "+72 00 18.453" "" "" "" "" "" "" "" "" 5.429999828338623 3.444 0
"HD 170878" "18 31 04.4486" "+16 55 42.802" "" "" "" "" "" "" "" "" 5.75 8.072 0
"HD  49980" "06 50 21.7684" "-17 05 04.388" "" "" "" "" "" "" "" "" 5.770999908447266 1.336 0
"*  42 LMi" "10 45 51.8946" "+30 40 56.307" "" "" "" "" "" "" "" "" 5.3520002365112305 7.915 0
"*  31 Lyn" "08 22 50.1099" "+43 11 17.272" "" "" "" "" "" "" "" "" 4.25 8.530 0
"HD 160018" "17 38 09.5046" "-10 55 34.565" "" "" "" "" "" "" "" "" 5.7270002365112305 7.836 0
"* tau09 Eri" "03 59 55.4837" "-24 00 58.377" "" 4540000.00 "" km "" V Interfer 2014MNRAS.443.1629S 4.659999847412109 9.974 0
"HD 138413" "15 32 36.7010" "-19 40 13.650" "" "" "" "" "" "" "" "" 5.519999980926514 13.625 0
"* lam02 Scl" "00 44 12.0990" "-38 25 18.054" "" "" "" "" "" "" "" "" 5.960000038146973 9.853 0
"HD 142883" "15 57 40.4636" "-20 58 59.082" "" "" "" "" "" "" "" "" 5.835999965667725 6.353 0
"V* V368 Nor" "16 16 43.2777" "-53 48 40.001" "" "" "" "" "" "" "" "" 5.440000057220459 4.130 0
"HD 148247" "16 28 14.4703" "-37 10 47.578" "" 20400000.00 "" km "" "" "" 2011A&A...536A..71J 5.789999961853027 8.213 0
"* tet Oct" "00 01 35.6994" "-77 03 56.611" "" "" "" "" "" "" "" "" 4.7829999923706055 15.455 0
"HD  42690" "06 11 51.8143" "-06 33 01.020" "" "" "" "" "" "" "" "" 5.039999961853027 3.073 0
"*   2 And A" "23 02 36.3829" "+42 45 28.055" "" "" "" "" "" "" "" "" 5.179999828338623 "" 0
"HD  56342" "07 15 21.0681" "-30 41 11.217" "" "" "" "" "" "" "" "" 5.336999893188477 4.772 0
"*  84 UMa" "13 46 35.6567" "+54 25 57.643" "" 2800000.00 "" km "" V Interfer 2014MNRAS.443.1629S 5.675000190734863 10.742 0
"* Q Sco" "17 36 32.8551" "-38 38 06.891" "" "" "" "" "" "" "" "" 4.267000198364258 20.692 0
"* omi Sgr" "19 04 40.9820" "-21 44 29.385" "" "" "" "" "" "" "" "" 3.7699999809265137 23.812 0
"* p Tau" "04 10 49.8608" "+26 28 51.436" "" "" "" "" "" "" "" "" 5.38700008392334 15.420 0
"HD 125283" "14 19 23.8801" "-37 00 10.464" "" "" "" "" "" "" "" "" 5.925000190734863 14.416 0
"* f Psc" "01 17 47.9564" "+03 36 52.088" "" "" "" "" "" "" "" "" 5.13700008392334 13.172 0
"* lam Hya" "10 10 35.2885" "-12 21 14.858" "" "" "" "" "" "" "" "" 3.609999895095825 30.023 0
"* kap Cap" "21 42 39.5080" "-18 51 58.755" "" "" "" "" "" "" "" "" 4.72599983215332 10.699 0
"HD  64685" "07 55 31.4332" "+08 51 46.221" "" "" "" "" "" "" "" "" 5.800000190734863 25.808 0
"* psi Leo" "09 43 43.9068" "+14 01 18.131" "" "" "" "" "" "" "" "" 5.349999904632568 5.305 0
"HD 160928" "17 44 42.0095" "-42 43 45.550" "" "" "" "" "" "" "" "" 5.870999813079834 13.053 0
"*  78 UMa A" "13 00 43.6778" "+56 21 58.874" "" "" "" "" "" "" "" "" 5.019999980926514 39.463 0
"HD 216174" "22 49 46.3147" "+55 54 09.996" "" "" "" "" "" "" "" "" 5.439000129699707 8.292 0
"* pi.01 Hyi" "02 14 14.5408" "-67 50 29.184" "" "" "" "" "" "" "" "" 5.559000015258789 4.567 0
"* ome CMa" "07 14 48.6538" "-26 46 21.609" "" "" "" "" "" "" "" "" 3.819999933242798 3.580 0
"*  38 Peg" "22 30 01.8144" "+32 34 21.498" "" "" "" "" "" "" "" "" 5.650000095367432 8.243 0
"* gam02 Vol" "07 08 44.8656" "-70 29 56.149" "" "" "" "" "" "" "" "" 3.746000051498413 24.477 0
"*  49 Leo" "10 35 02.1589" "+08 39 01.543" "" "" "" "" "" "" "" "" 5.670000076293945 7.610 0
"* eta Dra" "16 23 59.4863" "+61 30 51.155" "" "" "" "" "" "" "" "" 2.740000009536743 35.716 0
"* nu. Oct" "21 41 28.5420" "-77 23 24.031" "" "" "" "" "" "" "" "" 3.7279999256134033 51.517 0
"HD 148379" "16 29 42.3277" "-46 14 35.630" "" "" "" "" "" "" "" "" 5.369999885559082 0.650 0
"HD  41692" "06 06 38.7363" "-04 11 37.808" "" "" "" "" "" "" "" "" 5.361999988555908 2.601 0
"* tet Her" "17 56 15.1805" "+37 15 01.934" "" "" "" "" "" "" "" "" 3.880000114440918 4.330 0
"* del Lib" "15 00 58.3483" "-08 31 08.210" "" 2740000.00 "" km "" "" "" 2007ApJ...660.1556R 4.929999828338623 9.282 0
"HD  55751" "07 14 20.0627" "+03 06 41.102" "" "" "" "" "" "" "" "" 5.3429999351501465 4.215 0
"HD    360" "00 08 17.5324" "-08 49 26.801" "" 12300000.00 "" km "" "" "" 2011A&A...536A..71J 5.980000019073486 9.011 0
"HD 112219" "12 56 31.6890" "-72 11 06.767" "" "" "" "" "" "" "" "" 5.927999973297119 4.492 0
"*  41 Ari" "02 49 59.0332" "+27 15 37.826" "" "" "" "" "" "" "" "" 3.5940001010894775 19.690 0
"CD-43 12272" "18 06 49.8931" "-43 25 30.796" "" "" "" "" "" "" "" "" 4.949999809265137 23.900 0
"*   8 Dra" "12 55 28.5485" "+65 26 18.507" "" "" "" "" "" "" "" "" 5.224999904632568 33.967 0
"HD  24744" "03 54 23.1669" "-40 21 25.220" "" "" "" "" "" "" "" "" 5.704999923706055 6.179 0
"*  70 UMa" "12 20 50.8828" "+57 51 50.828" "" "" "" "" "" "" "" "" 5.52400016784668 5.561 0
"HD 167965" "18 15 38.7772" "+42 09 33.644" "" "" "" "" "" "" "" "" 5.556000232696533 5.594 0
"* c Ser" "18 29 40.9794" "-01 59 07.108" "" "" "" "" "" "" "" "" 5.36899995803833 13.491 0
"*  54 Her" "16 55 22.1676" "+18 25 59.563" "" "" "" "" "" "" "" "" 5.354000091552734 9.004 0
"*  11 Lib" "14 51 01.0720" "-02 17 56.941" "" "" "" "" "" "" "" "" 4.940000057220459 15.136 0
"* ups01 Cas" "00 55 00.1557" "+58 58 21.717" "" "" "" "" "" "" "" "" 4.820000171661377 9.062 0
"HD  18537" "03 00 52.2110" "+52 21 06.248" "" "" "" "" "" "" "" "" 5.218999862670898 6.675 0
"V* V397 Pup" "07 49 14.6494" "-35 14 35.830" "" "" "" "" "" "" "" "" 5.935999870300293 6.700 0
"* phi02 Ori" "05 36 54.3885" "+09 17 26.416" "" "" "" "" "" "" "" "" 4.090000152587891 28.672 0
"HD 164064" "17 59 36.7622" "-04 49 16.054" "" "" "" "" "" "" "" "" 5.831999778747559 5.715 0
"HD 212728" "22 28 37.6704" "-67 29 20.619" "" "" "" "" "" "" "" "" 5.564000129699707 22.898 0
"* zet For" "02 59 36.1826" "-25 16 26.880" "" "" "" "" "" "" "" "" 5.685999870300293 30.018 0
"* pi. Lup B" "15 05 07.2370" "-47 03 03.921" "" "" "" "" "" "" "" "" 4.619999885559082 "" 0
"V* Y Sgr" "18 21 22.9862" "-18 51 36.006" "" "" "" "" "" "" "" "" 5.75 1.975 0
"* tet Psc" "23 27 58.0946" "+06 22 44.372" "" 13400000.00 "" km 320000.00 BV BrighCol 2013A&A...554A..84M 4.300000190734863 19.243 0
"* zet02 Sco" "16 54 35.0050" "-42 21 40.737" "" "" "" "" "" "" "" "" 3.619999885559082 24.235 0
"* eps Cas" "01 54 23.7340" "+63 40 12.360" "" "" "" "" "" "" "" "" 3.369999885559082 7.004 0
"* mu. Aql" "19 34 05.3529" "+07 22 44.184" "" 10700000.00 "" km 334000.00 BV BrighCol 2013A&A...554A..84M 4.449999809265137 29.409 0
"HD  31925A" "04 59 01.3662" "-16 22 33.719" "" "" "" "" "" "" "" "" 5.920000076293945 23.425 0
"* lam Cen" "11 35 46.8780" "-63 01 11.405" "" "" "" "" "" "" "" "" 3.140000104904175 8.277 0
"*   1 Pup" "07 43 32.3866" "-28 24 39.188" "" "" "" "" "" "" "" "" 4.590000152587891 4.138 0
"* gam PsA B" "22 52 31.2170" "-32 52 32.731" "" "" "" "" "" "" "" "" 5.0229997634887695 14.416 0
"* ksi Tel" "20 07 23.1574" "-52 52 50.854" "" "" "" "" "" "" "" "" 4.940000057220459 4.358 0
"CD-43 12272B" "18 06 49.9149" "-43 25 29.097" "" "" "" "" "" "" "" "" 5.679999828338623 22.675 0
"HD  60803" "07 36 34.7058" "+05 51 43.818" "" "" "" "" "" "" "" "" 5.888000011444092 24.080 0
"* ome01 Tau" "04 09 09.9660" "+19 36 33.181" "" "" "" "" "" "" "" "" 5.504000186920166 11.291 0
"* l Eri" "04 38 10.8240" "-14 18 14.483" "" "" "" "" "" "" "" "" 3.869999885559082 28.038 0
"*  17 Vul" "20 06 53.4076" "+23 36 51.929" "" "" "" "" "" "" "" "" 5.056000232696533 6.817 0
"* e Leo" "11 30 18.8933" "-03 00 12.598" "" "" "" "" "" "" "" "" 4.769999980926514 6.589 0
"HD  61774" "07 40 13.5286" "-19 39 39.096" "" "" "" "" "" "" "" "" 5.921000003814697 4.604 0
"* pi. Aqr" "22 25 16.6228" "+01 22 38.634" "" "" "" "" "" "" "" "" 4.639999866485596 4.170 0
"HD  64185" "07 49 12.9403" "-60 17 01.368" "" "" "" "" "" "" "" "" 5.770999908447266 29.629 0
"*  36 Peg" "22 29 07.9826" "+09 07 44.526" "" "" "" "" "" "" "" "" 5.573999881744385 4.441 0
"*  15 Cnc" "08 13 08.8680" "+29 39 23.536" "" "" "" "" "" "" "" "" 5.605000019073486 4.672 0
"HD 120908" "13 53 43.0934" "-53 22 23.956" "" "" "" "" "" "" "" "" 5.873000144958496 3.506 0
"HD 174980" "18 45 46.7674" "+74 05 07.984" "" "" "" "" "" "" "" "" 5.24399995803833 9.702 0
"HD 194335" "20 23 44.3690" "+37 28 35.209" "" "" "" "" "" "" "" "" 5.900000095367432 2.712 0
"*  75 Tau" "04 28 26.3699" "+16 21 34.829" "" "" "" "" "" "" "" "" 4.968999862670898 16.803 0
"* zet Aps" "17 21 59.4776" "-67 46 14.408" "" "" "" "" "" "" "" "" 4.78000020980835 11.117 0
"*   6 Cet" "00 11 15.8580" "-15 28 04.720" "" "" "" "" "" "" "" "" 4.889999866485596 52.949 0
"HD 223774" "23 52 29.9906" "-14 15 04.361" "" "" "" "" "" "" "" "" 5.8480000495910645 9.085 0
"* T Car" "10 55 17.2218" "-60 31 01.203" "" "" "" "" "" "" "" "" 5.920000076293945 11.600 0
"HD 120565" "13 42 23.1834" "+82 45 08.710" "" "" "" "" "" "" "" "" 5.913000106811523 8.811 0
"*  22 Vul" "20 15 30.2386" "+23 30 32.051" "" "" "" "" "" "" "" "" 5.176000118255615 2.187 0
"HD  91056" "10 28 52.5748" "-64 10 20.207" "" "" "" "" "" "" "" "" 5.269999980926514 1.833 0
"*  29 Per" "03 18 37.7416" "+50 13 19.834" "" "" "" "" "" "" "" "" 5.1570000648498535 5.533 0
"HD 158220" "17 31 23.2836" "-56 55 15.468" "" "" "" "" "" "" "" "" 5.984000205993652 2.329 0
"HD  76110" "08 52 48.0174" "-38 43 26.717" "" "" "" "" "" "" "" "" 5.806000232696533 4.455 0
"* del Crv" "12 29 51.8551" "-16 30 55.552" "" "" "" "" "" "" "" "" 2.940000057220459 37.550 0
"* alf Ind" "20 37 34.0320" "-47 17 29.402" "" "" "" "" "" "" "" "" 3.109999895095825 33.170 0
"V* FZ Vel" "08 58 52.3517" "-47 14 04.859" "" "" "" "" "" "" "" "" 5.145999908447266 13.868 0
"HD  16769" "02 44 49.6970" "+67 49 28.672" "" "" "" "" "" "" "" "" 5.945000171661377 7.793 0
"HD  64802" "07 54 11.0098" "-35 52 38.228" "" "" "" "" "" "" "" "" 5.4629998207092285 4.105 0
"HD 120048" "13 46 19.0616" "+38 30 13.044" "" "" "" "" "" "" "" "" 5.919000148773193 8.726 0
"* iot Hyi" "03 15 57.6657" "-77 23 18.434" "" "" "" "" "" "" "" "" 5.50600004196167 34.264 0
"* f02 Cyg" "21 06 36.0938" "+47 38 54.249" "" "" "" "" "" "" "" "" 4.513999938964844 3.160 0
"HD  39985" "05 56 28.0340" "+09 30 33.815" "" "" "" "" "" "" "" "" 5.964000225067139 4.418 0
"*  83 Tau" "04 30 37.3629" "+13 43 27.848" "" "" "" "" "" "" "" "" 5.394999980926514 21.491 0
"* eta Psc" "01 31 29.0102" "+15 20 44.968" "" 36800000.00 "" km 2990000.00 BV BrighCol 2013A&A...554A..84M 3.619999885559082 9.330 0
"HD 129153" "14 40 42.3928" "+13 32 03.562" "" "" "" "" "" "" "" "" 5.925000190734863 19.326 0
"HD 119476" "13 41 29.8927" "+64 49 20.679" "" "" "" "" "" "" "" "" 5.849999904632568 14.202 0
"HD 119458" "13 42 43.4296" "+34 59 20.474" "" "" "" "" "" "" "" "" 5.960000038146973 5.990 0
"HD 118354" "13 37 23.4760" "-46 25 40.432" "" "" "" "" "" "" "" "" 5.888999938964844 6.995 0
"* chi Boo" "15 14 29.1587" "+29 09 51.466" "" 6.00 "" km "" "" "" 2007ApJ...660.1556R 5.271999835968018 13.367 0
"* F Hya" "08 43 40.3734" "-07 14 01.432" "" "" "" "" "" "" "" "" 4.625 4.240 0
"* K Car" "10 30 20.1271" "-71 59 34.060" "" 2160000.00 "" km "" "" "" 2007ApJ...660.1556R 4.710000038146973 12.520 0
"* mu. Aur" "05 13 25.7220" "+38 29 04.195" "" "" "" "" "" "" "" "" 4.821000099182129 20.102 0
"HD 195564" "20 32 23.6946" "-09 51 12.184" "" "" "" "" "" "" "" "" 5.650000095367432 40.424 0
"HD  56963" "07 21 17.4996" "+45 13 41.437" "" "" "" "" "" "" "" "" 5.738999843597412 26.985 0
"HD  25069" "03 58 52.3939" "-05 28 11.811" "" 6260000.00 "" km "" "" "" 2011A&A...536A..71J 5.833000183105469 21.393 0
"* E Hya" "14 50 17.3082" "-27 57 37.300" "" "" "" "" "" "" "" "" 4.409999847412109 10.802 0
"HD 197392" "20 41 56.5014" "+41 43 00.748" "" "" "" "" "" "" "" "" 5.664000034332275 2.709 0
"V* T UMa" "12 36 23.4652" "+59 29 12.980" "" "" "" "" "" "" "" "" 5.5 0.989 0
"* omi02 CMa" "07 03 01.4721" "-23 49 59.852" "" "" "" "" "" "" "" "" 3.0199999809265137 1.180 0
"HD 203925" "21 24 34.0054" "+26 10 28.411" "" "" "" "" "" "" "" "" 5.6579999923706055 14.494 0
"V* VY UMa" "10 45 04.0305" "+67 24 40.979" "" "" "" "" "" "" "" "" 5.949999809265137 2.381 0
"V* SU Cas" "02 51 58.7511" "+68 53 18.606" "" "" "" "" "" "" "" "" 5.800000190734863 2.166 0
"HD 126218" "14 24 48.6248" "-24 48 22.715" "" "" "" "" "" "" "" "" 5.331999778747559 7.747 0
"HD  56989" "07 19 22.3744" "+02 44 26.433" "" "" "" "" "" "" "" "" 5.88700008392334 4.421 0
"HD 179886" "19 16 21.7421" "-45 27 57.704" "" "" "" "" "" "" "" "" 5.370999813079834 4.644 0
"HD 218619" "23 09 44.6303" "-28 05 18.849" "" "" "" "" "" "" "" "" 5.868000030517578 5.136 0
"*  38 Ori" "05 34 16.7734" "+03 46 00.862" "" "" "" "" "" "" "" "" 5.326000213623047 5.993 0
"HD 170642" "18 32 21.3314" "-39 42 14.402" "" "" "" "" "" "" "" "" 5.15500020980835 14.230 0
"*  35 Peg" "22 27 51.5231" "+04 41 44.404" "" "" "" "" "" "" "" "" 4.800000190734863 21.072 0
"* chi Aur" "05 32 43.6731" "+32 11 31.275" "" "" "" "" "" "" "" "" 4.789999961853027 0.010 0
"*   2 Sco A" "15 53 36.7184" "-25 19 37.699" "" "" "" "" "" "" "" "" 4.710000038146973 7.032 0
"* psi10 Aur" "06 57 37.1070" "+45 05 38.740" "" "" "" "" "" "" "" "" 4.89300012588501 13.540 0
"* eps Boo" "14 44 59.2174" "+27 04 27.209" "" "" "" "" "" "" "" "" 2.390000104904175 16.100 0
"V* V1291 Aql" "19 53 18.7357" "-03 06 52.063" "" 3900000.00 "" km "" V Interfer 2014MNRAS.443.1629S 5.61899995803833 11.867 0
"HD 125745" "14 22 19.7195" "-34 47 12.448" "" "" "" "" "" "" "" "" 5.567999839782715 3.536 0
"* nu.01 Sgr" "18 54 10.1780" "-22 44 41.422" "" "" "" "" "" "" "" "" 4.84499979019165 1.839 0
"HD 172991" "18 44 57.1522" "-39 41 10.278" "" "" "" "" "" "" "" "" 5.439000129699707 2.681 0
"HD 169689" "18 25 38.7990" "+08 01 55.225" "" "" "" "" "" "" "" "" 5.664999961853027 3.706 0
"*  61 Gem" "07 26 56.3284" "+20 15 27.197" "" "" "" "" "" "" "" "" 5.934999942779541 7.436 0
"HD  27616" "04 20 39.0130" "-20 38 22.641" "" "" "" "" "" "" "" "" 5.380000114440918 7.479 0
"HD 114474" "13 11 23.2158" "-43 22 06.798" "" "" "" "" "" "" "" "" 5.230999946594238 14.079 0
"HD  73017" "08 38 22.1852" "+53 24 05.545" "" "" "" "" "" "" "" "" 5.644999980926514 11.735 0
"HD  76161" "08 52 38.6066" "-48 21 32.717" "" "" "" "" "" "" "" "" 5.888999938964844 3.230 0
"HD 177389" "19 09 52.8681" "-68 25 28.018" "" "" "" "" "" "" "" "" 5.304999828338623 27.126 0
"*  10 Tri" "02 18 56.9935" "+28 38 33.632" "" "" "" "" "" "" "" "" 5.290999889373779 8.997 0
"* A Pup" "07 08 51.0682" "-39 39 20.357" "" "" "" "" "" "" "" "" 4.829999923706055 4.480 0
"*   5 Pup A" "07 47 56.7128" "-12 11 33.924" "" "" "" "" "" "" "" "" 5.730000019073486 "" 0
"V* V1942 Cyg" "22 02 56.6606" "+44 38 59.500" "" "" "" "" "" "" "" "" 5.5960001945495605 6.620 0
"* 140 Pup" "07 40 23.2104" "-15 15 50.110" "" "" "" "" "" "" "" "" 4.951000213623047 4.691 0
"HD 189195" "20 00 15.9329" "-37 42 06.201" "" "" "" "" "" "" "" "" 5.947999954223633 8.678 0
"*  23 CVn" "13 20 18.9510" "+40 09 01.967" "" "" "" "" "" "" "" "" 5.599999904632568 6.536 0
"HD 205314" "21 32 56.5920" "+49 58 39.478" "" "" "" "" "" "" "" "" 5.755000114440918 6.982 0
"* ksi Boo A" "14 51 23.3884" "+19 06 01.619" "" "" "" "" "" "" "" "" 4.675000190734863 148.070 0
"HD  33204" "05 09 45.0937" "+28 01 49.686" "" "" "" "" "" "" "" "" 5.997000217437744 15.343 0
"HD  30823" "04 52 47.7573" "+42 35 11.858" "" "" "" "" "" "" "" "" 5.675000190734863 5.868 0
"*   6 UMa" "08 56 37.4453" "+64 36 13.778" "" "" "" "" "" "" "" "" 5.559999942779541 10.697 0
"HD  99196" "11 24 58.9246" "+11 25 49.049" "" "" "" "" "" "" "" "" 5.788000106811523 6.554 0
"* tau06 Ser" "15 40 59.1004" "+16 01 28.521" "" "" "" "" "" "" "" "" 5.991000175476074 7.138 0
"* lam Ori" "05 35 08.2776" "+09 56 02.961" "" "" "" "" "" "" "" "" 3.6600000858306885 2.970 0
"*   3 Cnc" "08 00 47.3075" "+17 18 31.321" "" "" "" "" "" "" "" "" 5.5879998207092285 4.060 0
"*  12 Lyn B" "06 46 14.3631" "+59 26 30.552" "" "" "" "" "" "" "" "" 5.989999771118164 13.688 0
"* t Her" "18 21 01.0201" "+28 52 11.824" "" "" "" "" "" "" "" "" 5.114999771118164 11.876 0
"HD  90874" "10 27 25.2837" "-65 42 16.782" "" "" "" "" "" "" "" "" 5.991000175476074 14.701 0
"* p Eri A" "01 39 47.8126" "-56 11 35.944" "" "" "" "" "" "" "" "" 5.684999942779541 122.109 0
"* pi.02 Boo" "14 40 43.9257" "+16 25 04.071" "" "" "" "" "" "" "" "" 5.761000156402588 10.502 0
"* pi.02 Col" "06 07 52.8595" "-42 09 14.548" "" "" "" "" "" "" "" "" 5.492000102996826 12.757 0
"* rho Hya" "08 48 25.9705" "+05 50 16.128" "" "" "" "" "" "" "" "" 4.336999893188477 9.210 0
"HD 150331" "16 41 45.4543" "-33 08 44.735" "" "" "" "" "" "" "" "" 5.835999965667725 12.537 0
"HD  33833" "05 12 48.1289" "-06 03 25.881" "" "" "" "" "" "" "" "" 5.892000198364258 8.016 0
"HD 204960" "21 33 23.5147" "-44 50 55.339" "" "" "" "" "" "" "" "" 5.563000202178955 5.303 0
"HD 186219" "19 49 25.3029" "-72 30 12.161" "" "" "" "" "" "" "" "" 5.392000198364258 23.570 0
"*  15 Del" "20 49 37.7673" "+12 32 42.458" "" "" "" "" "" "" "" "" 5.991000175476074 33.003 0
"* zet Nor" "16 13 22.6979" "-55 32 27.410" "" "" "" "" "" "" "" "" 5.771999835968018 14.371 0
"*  12 And" "23 20 53.2636" "+38 10 56.367" "" "" "" "" "" "" "" "" 5.764999866485596 23.781 0
"HD  97670" "11 13 30.7825" "-59 37 09.542" "" "" "" "" "" "" "" "" 5.739999771118164 1.240 0
"V* VZ PsA" "22 38 51.4666" "-33 04 52.846" "" "" "" "" "" "" "" "" 5.659999847412109 8.583 0
"HD 183007" "19 29 23.8434" "-43 26 42.702" "" "" "" "" "" "" "" "" 5.701000213623047 18.430 0
"* del For" "03 42 14.9025" "-31 56 18.104" "" "" "" "" "" "" "" "" 4.9730000495910645 3.853 0
"HD 149404" "16 36 22.5628" "-42 51 31.902" "" "" "" "" "" "" "" "" 5.519999980926514 0.760 0
"* eta Ret" "04 21 53.3257" "-63 23 11.006" "" "" "" "" "" "" "" "" 5.239999771118164 8.338 0
"HD  90362" "10 25 44.2709" "-07 03 35.376" "" "" "" "" "" "" "" "" 5.559999942779541 7.127 0
"HD  45291" "06 23 37.7887" "-52 10 51.280" "" "" "" "" "" "" "" "" 5.951000213623047 9.281 0
"* zet Sct" "18 23 39.5786" "-08 56 04.151" "" "" "" "" "" "" "" "" 4.664000034332275 17.868 0
"* tet Cep" "20 29 34.9052" "+62 59 38.797" "" "" "" "" "" "" "" "" 4.21999979019165 23.481 0
"HD 163318" "17 56 41.8399" "-28 03 55.421" "" "" "" "" "" "" "" "" 5.763000011444092 20.161 0
"*  20 Mon" "07 10 13.6815" "-04 14 13.585" "" "" "" "" "" "" "" "" 4.920000076293945 16.811 0
"HD 105943" "12 10 59.9795" "+81 42 35.390" "" "" "" "" "" "" "" "" 5.954999923706055 1.727 0
"*  44 Leo" "10 25 15.1954" "+08 47 05.437" "" "" "" "" "" "" "" "" 5.610000133514404 4.046 0
"*  20 Psc" "23 47 56.5419" "-02 45 41.752" "" 14100000.00 "" km 431000.00 BV BrighCol 2013A&A...554A..84M 5.489999771118164 10.854 0
"HD  18474" "02 59 49.7897" "+47 13 14.567" "" "" "" "" "" "" "" "" 5.485000133514404 6.533 0
"*  19 Aur" "05 20 00.9210" "+33 57 28.994" "" "" "" "" "" "" "" "" 5.03000020980835 0.860 0
